id,text,duration
sample_00000250,مشروعنا silianabis قادر وأنو يغير الواقع لأنو ماهوش مشرع مشروع إقتصادي فقط وإنما مشروع إجتماعي وعنده أهداف نبيلة,10.279
sample_00000251,نحنا نقترحوا la création d'une tva exceptionnelle de trente pour cent qui sera versée à un fond spécial qu'on va nommer le fond إحساس,9.023
sample_00000252,ال fond هذايا بش يكون عنده trois tâches,2.467
sample_00000253,أولا الت اللا التوعية والتحسيس ثانيا مساعدة المدمنين آ عاللا المخدرات عالإقلاع و ببعث آ آ مراكز علاج في كامل تراب الجمهورية et en troisième lieu تمويل المشاريع التنموية الصغرى,16.554
sample_00000254,pour finir إنحب إنفكركم اللي في العشرة سنين الجايين la légalisation va devenir la norme sur le plan international,7.687
sample_00000255,اليوم عنا فرصة تاريخية بش نكونوا مالبلدان السباقة سواء عالمستوى الدولي ولا عالمستوى الإفريقي كيما الزيمبابوي كيف ما المالاوي كيف ما ال lesotho كيف ما إفريقيا الجنوبية,11.589
sample_00000256,alors saisissant l'opportunité faisant le et maintenant faisant de silianabis le symbole de l'impossible rendu possible,8.409
sample_00000257,على بالكم أول مرة في حياتي مستراسي autant بش إنضحك ال public أي,3.679
sample_00000258,قلتها لبرشا عباد,1.199
sample_00000259,خاطرك الكل تعرفنا,1.597
sample_00000260,تعرف العامين هذوما ثمة حاجتين زادوا لي برشا في حياتي,2.984
sample_00000261,آ اللولة هو أنني وليت إنصور برشا ماكلة عال l'instagram,3.469
sample_00000262,والثانية أ ي ثمة جماعة حبل الل  هاك ال l'enceintes ما يحبوش,4.198
sample_00000263,والثانية هو إنو برشا أصحابي و أحبابي يسألوا فيا يقولوا لي آ محمد كيفاش,4.622
sample_00000264,كيفاش آ آ عملت pause للآ الفقرة هاكي,5.394
sample_00000265,كيفاش آ اليوم آ enfin آمس آ عمرك عشرين سنة و وحليت شركة مانتيش خايف,7.563
sample_00000266,قال لك القباضة في تونس إتدخل للحبس,1.939
sample_00000267,eh ben كنت مؤمن بحاجة برك إسمها you become what you think you are,4.704
sample_00000268,أما بش نحكي لكم الحكاية مانيش بش ن أ نبداوا من قبل,3.229
sample_00000269,الحكاية عام بدات عام آ ألف وتسعمية وثلاثة وتسعين,4.322
sample_00000270,c'était آ un mardi ou un mercredi,4.045
sample_00000271,mardi أي ستة ستة جويلية mardi ثلاثة وتسعين الوالدة جابتني للدنيا,5.698
sample_00000272,أربعة سنين القدام آ أ آ كي نتلاقاوا في دار جدي ولا في دار خالي أ آ أ آ العباد الكل les cousins متاعي نبداوا نتجاراوا نلعبوا في الغميضة,8.883
sample_00000273,نلعبوا في الشدة أبي فوق الشجرة يعد حتى للعشرة,4.562
sample_00000274,وآنا كنت آ إنجيب كرسي نقعد بحذا خالي عنده ordinateur بو كرش,5.748
sample_00000275,و وآنا قاعد نتفرج عليه,2.888
sample_00000276,العايلة قررت بش تشجعني وإتدخلتني ل centre متاع informatique pour enfant,4.641
sample_00000277,وقتها إم دخلت زادا نقرى في المدرسة première année,3.9
sample_00000278,donc شكانوا يعلمونا يعلمونا آ آ حل l'ordinateur وسكر l'ordinateur,4.714
sample_00000279,وكي نتصرفوا بالباهي يخليونا نلعبوا بالل ال démineur,3.314
sample_00000280,علمونا ال paint,1.162
sample_00000281,جات السنة الثانية إبتدائي,1.721
sample_00000282,وفي السنة الثانية إبتدائي آ في المدرسة آ ن نقراوا الأقراص والأعواد وفي ال centre آ علمونا ال photoshop,8.341
sample_00000283,enfin وقتها آ ما نعرفوش نستعملوا ال français donc آ ال photoshop إنزل هنا تولي حمرا غاديكا,5.786
sample_00000284,وبدات لمور تقدم,1.527
sample_00000285,ووليت آ اللي يعيطوا له monsieur geek,3.57
sample_00000286,غطست في ال l'informatique,2.108
sample_00000287,تلاقيت مع برشا عباد شجعتني في وقت مالأوقات آ عندي آ حبيبي آ ويقرب لي أيمن مصمودي آ كان يخدم في شركة متاع informatique,9.381
sample_00000288,آ قال لي محمد شقولك كان تجي تعمل في stage بحذانا وأحنا قاعدين ن ن إن نخدموا على site متاع commerce électronique,8.103
sample_00000289,أم باهي مشيت,1.672
sample_00000290,علموني,1.306
sample_00000291,اللا ال directeur وقتها موش فاهم موش مصدق اللي نعملوا فيه,3.025
sample_00000292,قال له أيمن إسمع يزى ماللي آ غطيت على ولد عمك و وإنجيبه قدامي آ في البيرو يخدم قدامي,5.954
sample_00000293,خدمت قدامه ثلاثة أيام عجبه شجعني عرفني على عباد أخرين,3.456
sample_00000294,وبدات تقدم الحكاية,1.779
sample_00000295,حتى لين جاني نهار واحد إسمه أمين الغربال,2.727
sample_00000296,تعرفوه أمين الغربال oui,1.286
sample_00000297,و وعرفني على حاجة إسمها l'interact doyen,2.267
sample_00000298,أوهو عاللخر زادا,0.881
sample_00000299,كي دخلت ل interact doyen آ bon سألته قتله شنوا هو l'interact قال لي أحنا جماعة الكلنا فرد عمر آ أ نسهروا برشا و ونعملوا شوية charité,8.187
sample_00000300,قتله bon ال charité مزيانة mais نسهروا برشا ça m'interesse,3.877
sample_00000301,أما أنا شلقت بروحي اللي آنا غطست في الل l'écran واللي آنا إنسيت روحي اللي آنا surtout وقتها ماكنتش إنفرق ما بين آ ال le وال la,9.191
sample_00000302,واللي آ ما إنجمش نعمل جملة بال l'anglais صحيحة,2.799
sample_00000303,donc آ قررت إنني إنسيب الخدمة ونتلهى بروحي,3.753
sample_00000304,آ عملت des cours de français des cours d'anglais,3.805
sample_00000305,و وعملت شوية sport,2.184
sample_00000306,نعرف ما يظهرش تو هكا أما وقتها كان يظهر,2.799
sample_00000307,وفي ال l'interact آ لقيت روحي آ يلزمني نطلع في آ فوق podium ونحكي وإندافع عالفكرة متاعي,5.973
sample_00000308,وكي نبداوا في réunion آ tout défend آ l'indéfendable,4.771
sample_00000309,وساعات آ يستدعاوني في réunion متاع,4.317
sample_00000310,برشا جماعة كبار وأحنا صغار dix huit ans dix sept ans ماحناش خادمين برشا كل كلمة بحسابها خايف,6.067
sample_00000311,بعدين آ جا ال bac,2.661
sample_00000312,وتعرفوا برشا إنو ال bac صعيب,2.327
sample_00000313,donc آ دخلت ل rotaract,1.599
sample_00000314,في ال rotaract تعرفت على واحد إسمه مالك الحكيم,2.998
sample_00000315,شفتوا وقتها ظاهر ال sport,1.416
sample_00000316,مالك الحكيم تويكا هو مراسلنا آ في الولايات المتحدة الأمريكية,5.002
sample_00000317,و ومع مالك قاعدين في دارهم نهار قاعدين نخدموا في site web هو يخدم graphique وآنا نخدم programmation,6.071
sample_00000318,قتله آ عجبتني الفازة شقولك كان نعملوا شريكة,2.263
sample_00000319,قال لي باهي عملنا شاشية,1.405
sample_00000320,شاشية,0.481
sample_00000321,في شاشية آ بعدين آ عصرنا أمخاخنا ومع برشا عباد عملنا ال festival national le cinéma trois d l'édition لولة وال l'édition الثانية,8.521
sample_00000322,وقابلنا un monsieur جبناه من فرنسا إسمه monsieur,3.653
sample_00000323,هذايا السيد اللي عمل ال cinéma trois d,2.353
sample_00000324,وقتها آنا عمري آ ثمنتعش,2.641
sample_00000325,السيد هذايا كان آ il aimait deux choses le cinéma et le vin rouge,5.686
sample_00000326,وبعد آ ال cinéma trois d مع rotaract جانا le président وقتها أمير مروان قال آ أحنا جمعية نعملوا stamp في ال salon d'entreprise,10.593
sample_00000327,ça n'a aucun sens mais ok,1.975
sample_00000328,عملناهم وتلاقينا مع واحد إسمه نزار الشعري عنده مجلة إسمها tunivision,5.839
sample_00000329,حكى لنا عال qr code عجبتنا الحكاية,3.085
sample_00000330,ليام تتعدى ويجي رمضان ويبدا المكتوب قاعد في الدار يجيني message من عند نزار,6.356
sample_00000331,je suis à sfax au cas où,2.538
sample_00000332,عرفت آك اللي آ أيا نعملوا قهوة أما حاشم شوية,3.915
sample_00000333,قتله باهي خرجنا,2.35
sample_00000334,خرجت لمحالة مالدار آ ساقيا أعلى من راسي,2.929
sample_00000335,وعملنا معاه آ,1.521
sample_00000336,قهوة وجبت جماعة مال interact وجماعة مال rotaract جماعة مال io,3.633
sample_00000337,مستنصر بجماعتي قعدت في القهوة بقوتي وشايخين,4.181
sample_00000338,عمل هكا سكتنا الكل وقعد يحكي لنا على شثمة في فرنسا وفي ال us و وشثمة في ال monde متاع ال marketing ومتاع ال communication,7.669
